customer_id,store_id,first_name,last_name,email,address_id,active,create_date,last_update
34,2,Rebecca,Scott,rebecca.scott@sakilacustomer.org,38,1,2006-02-14 00:00:00,2006-02-15 00:00:00
35,2,Virginia,Green,virginia.green@sakilacustomer.org,39,1,2006-02-14 00:00:00,2006-02-15 00:00:00
36,2,Kathleen,Adams,kathleen.adams@sakilacustomer.org,40,1,2006-02-14 00:00:00,2006-02-15 00:00:00
37,1,Pamela,Baker,pamela.baker@sakilacustomer.org,41,1,2006-02-14 00:00:00,2006-02-15 00:00:00
38,1,Martha,Gonzalez,martha.gonzalez@sakilacustomer.org,42,1,2006-02-14 00:00:00,2006-02-15 00:00:00
39,1,Debra,Nelson,debra.nelson@sakilacustomer.org,43,1,2006-02-14 00:00:00,2006-02-15 00:00:00
40,2,Amanda,Carter,amanda.carter@sakilacustomer.org,44,1,2006-02-14 00:00:00,2006-02-15 00:00:00
41,1,Stephanie,Mitchell,stephanie.mitchell@sakilacustomer.org,45,1,2006-02-14 00:00:00,2006-02-15 00:00:00
42,2,Carolyn,Perez,carolyn.perez@sakilacustomer.org,46,1,2006-02-14 00:00:00,2006-02-15 00:00:00
43,2,Christine,Roberts,christine.roberts@sakilacustomer.org,47,1,2006-02-14 00:00:00,2006-02-15 00:00:00
44,1,Marie,Turner,marie.turner@sakilacustomer.org,48,1,2006-02-14 00:00:00,2006-02-15 00:00:00
45,1,Janet,Phillips,janet.phillips@sakilacustomer.org,49,1,2006-02-14 00:00:00,2006-02-15 00:00:00
46,2,Catherine,Campbell,catherine.campbell@sakilacustomer.org,50,1,2006-02-14 00:00:00,2006-02-15 00:00:00
47,1,Frances,Parker,frances.parker@sakilacustomer.org,51,1,2006-02-14 00:00:00,2006-02-15 00:00:00
48,1,Ann,Evans,ann.evans@sakilacustomer.org,52,1,2006-02-14 00:00:00,2006-02-15 00:00:00
49,2,Joyce,Edwards,joyce.edwards@sakilacustomer.org,53,1,2006-02-14 00:00:00,2006-02-15 00:00:00
50,1,Diane,Collins,diane.collins@sakilacustomer.org,54,1,2006-02-14 00:00:00,2006-02-15 00:00:00
51,1,Alice,Stewart,alice.stewart@sakilacustomer.org,55,1,2006-02-14 00:00:00,2006-02-15 00:00:00
52,1,Julie,Sanchez,julie.sanchez@sakilacustomer.org,56,1,2006-02-14 00:00:00,2006-02-15 00:00:00
53,1,Heather,Morris,heather.morris@sakilacustomer.org,57,1,2006-02-14 00:00:00,2006-02-15 00:00:00
54,1,Teresa,Rogers,teresa.rogers@sakilacustomer.org,58,1,2006-02-14 00:00:00,2006-02-15 00:00:00
55,2,Doris,Reed,doris.reed@sakilacustomer.org,59,1,2006-02-14 00:00:00,2006-02-15 00:00:00
56,1,Gloria,Cook,gloria.cook@sakilacustomer.org,60,1,2006-02-14 00:00:00,2006-02-15 00:00:00
57,2,Evelyn,Morgan,evelyn.morgan@sakilacustomer.org,61,1,2006-02-14 00:00:00,2006-02-15 00:00:00
58,1,Jean,Bell,jean.bell@sakilacustomer.org,62,1,2006-02-14 00:00:00,2006-02-15 00:00:00
59,1,Cheryl,Murphy,cheryl.murphy@sakilacustomer.org,63,1,2006-02-14 00:00:00,2006-02-15 00:00:00
60,1,Mildred,Bailey,mildred.bailey@sakilacustomer.org,64,1,2006-02-14 00:00:00,2006-02-15 00:00:00
61,2,Katherine,Rivera,katherine.rivera@sakilacustomer.org,65,1,2006-02-14 00:00:00,2006-02-15 00:00:00
62,1,Joan,Cooper,joan.cooper@sakilacustomer.org,66,1,2006-02-14 00:00:00,2006-02-15 00:00:00
63,1,Ashley,Richardson,ashley.richardson@sakilacustomer.org,67,1,2006-02-14 00:00:00,2006-02-15 00:00:00
64,2,Judith,Cox,judith.cox@sakilacustomer.org,68,0,2006-02-14 00:00:00,2006-02-15 00:00:00
65,2,Rose,Howard,rose.howard@sakilacustomer.org,69,1,2006-02-14 00:00:00,2006-02-15 00:00:00
66,2,Janice,Ward,janice.ward@sakilacustomer.org,70,1,2006-02-14 00:00:00,2006-02-15 00:00:00
67,1,Kelly,Torres,kelly.torres@sakilacustomer.org,71,1,2006-02-14 00:00:00,2006-02-15 00:00:00
68,1,Nicole,Peterson,nicole.peterson@sakilacustomer.org,72,1,2006-02-14 00:00:00,2006-02-15 00:00:00
69,2,Judy,Gray,judy.gray@sakilacustomer.org,73,1,2006-02-14 00:00:00,2006-02-15 00:00:00
70,2,Christina,Ramirez,christina.ramirez@sakilacustomer.org,74,1,2006-02-14 00:00:00,2006-02-15 00:00:00
71,1,Kathy,James,kathy.james@sakilacustomer.org,75,1,2006-02-14 00:00:00,2006-02-15 00:00:00
72,2,Theresa,Watson,theresa.watson@sakilacustomer.org,76,1,2006-02-14 00:00:00,2006-02-15 00:00:00
73,2,Beverly,Brooks,beverly.brooks@sakilacustomer.org,77,1,2006-02-14 00:00:00,2006-02-15 00:00:00
74,1,Denise,Kelly,denise.kelly@sakilacustomer.org,78,1,2006-02-14 00:00:00,2006-02-15 00:00:00
75,2,Tammy,Sanders,tammy.sanders@sakilacustomer.org,79,1,2006-02-14 00:00:00,2006-02-15 00:00:00
76,2,Irene,Price,irene.price@sakilacustomer.org,80,1,2006-02-14 00:00:00,2006-02-15 00:00:00
77,2,Jane,Bennett,jane.bennett@sakilacustomer.org,81,1,2006-02-14 00:00:00,2006-02-15 00:00:00
78,1,Lori,Wood,lori.wood@sakilacustomer.org,82,1,2006-02-14 00:00:00,2006-02-15 00:00:00
79,1,Rachel,Barnes,rachel.barnes@sakilacustomer.org,83,1,2006-02-14 00:00:00,2006-02-15 00:00:00
80,1,Marilyn,Ross,marilyn.ross@sakilacustomer.org,84,1,2006-02-14 00:00:00,2006-02-15 00:00:00
81,1,Andrea,Henderson,andrea.henderson@sakilacustomer.org,85,1,2006-02-14 00:00:00,2006-02-15 00:00:00
82,1,Kathryn,Coleman,kathryn.coleman@sakilacustomer.org,86,1,2006-02-14 00:00:00,2006-02-15 00:00:00
83,1,Louise,Jenkins,louise.jenkins@sakilacustomer.org,87,1,2006-02-14 00:00:00,2006-02-15 00:00:00
84,2,Sara,Perry,sara.perry@sakilacustomer.org,88,1,2006-02-14 00:00:00,2006-02-15 00:00:00
85,2,Anne,Powell,anne.powell@sakilacustomer.org,89,1,2006-02-14 00:00:00,2006-02-15 00:00:00
86,2,Jacqueline,Long,jacqueline.long@sakilacustomer.org,90,1,2006-02-14 00:00:00,2006-02-15 00:00:00
87,1,Wanda,Patterson,wanda.patterson@sakilacustomer.org,91,1,2006-02-14 00:00:00,2006-02-15 00:00:00
88,2,Bonnie,Hughes,bonnie.hughes@sakilacustomer.org,92,1,2006-02-14 00:00:00,2006-02-15 00:00:00
89,1,Julia,Flores,julia.flores@sakilacustomer.org,93,1,2006-02-14 00:00:00,2006-02-15 00:00:00
90,2,Ruby,Washington,ruby.washington@sakilacustomer.org,94,1,2006-02-14 00:00:00,2006-02-15 00:00:00
91,2,Lois,Butler,lois.butler@sakilacustomer.org,95,1,2006-02-14 00:00:00,2006-02-15 00:00:00
92,2,Tina,Simmons,tina.simmons@sakilacustomer.org,96,1,2006-02-14 00:00:00,2006-02-15 00:00:00
93,1,Phyllis,Foster,phyllis.foster@sakilacustomer.org,97,1,2006-02-14 00:00:00,2006-02-15 00:00:00
94,1,Norma,Gonzales,norma.gonzales@sakilacustomer.org,98,1,2006-02-14 00:00:00,2006-02-15 00:00:00
95,2,Paula,Bryant,paula.bryant@sakilacustomer.org,99,1,2006-02-14 00:00:00,2006-02-15 00:00:00
96,1,Diana,Alexander,diana.alexander@sakilacustomer.org,100,1,2006-02-14 00:00:00,2006-02-15 00:00:00
97,2,Annie,Russell,annie.russell@sakilacustomer.org,101,1,2006-02-14 00:00:00,2006-02-15 00:00:00
98,1,Lillian,Griffin,lillian.griffin@sakilacustomer.org,102,1,2006-02-14 00:00:00,2006-02-15 00:00:00
99,2,Emily,Diaz,emily.diaz@sakilacustomer.org,103,1,2006-02-14 00:00:00,2006-02-15 00:00:00
100,1,Robin,Hayes,robin.hayes@sakilacustomer.org,104,1,2006-02-14 00:00:00,2006-02-15 00:00:00
101,1,Peggy,Myers,peggy.myers@sakilacustomer.org,105,1,2006-02-14 00:00:00,2006-02-15 00:00:00
102,1,Crystal,Ford,crystal.ford@sakilacustomer.org,106,1,2006-02-14 00:00:00,2006-02-15 00:00:00
103,1,Gladys,Hamilton,gladys.hamilton@sakilacustomer.org,107,1,2006-02-14 00:00:00,2006-02-15 00:00:00
104,1,Rita,Graham,rita.graham@sakilacustomer.org,108,1,2006-02-14 00:00:00,2006-02-15 00:00:00
105,1,Dawn,Sullivan,dawn.sullivan@sakilacustomer.org,109,1,2006-02-14 00:00:00,2006-02-15 00:00:00
106,1,Connie,Wallace,connie.wallace@sakilacustomer.org,110,1,2006-02-14 00:00:00,2006-02-15 00:00:00
107,1,Florence,Woods,florence.woods@sakilacustomer.org,111,1,2006-02-14 00:00:00,2006-02-15 00:00:00
108,1,Tracy,Cole,tracy.cole@sakilacustomer.org,112,1,2006-02-14 00:00:00,2006-02-15 00:00:00
109,2,Edna,West,edna.west@sakilacustomer.org,113,1,2006-02-14 00:00:00,2006-02-15 00:00:00
110,2,Tiffany,Jordan,tiffany.jordan@sakilacustomer.org,114,1,2006-02-14 00:00:00,2006-02-15 00:00:00
111,1,Carmen,Owens,carmen.owens@sakilacustomer.org,115,1,2006-02-14 00:00:00,2006-02-15 00:00:00
112,2,Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,116,1,2006-02-14 00:00:00,2006-02-15 00:00:00
113,2,Cindy,Fisher,cindy.fisher@sakilacustomer.org,117,1,2006-02-14 00:00:00,2006-02-15 00:00:00
114,2,Grace,Ellis,grace.ellis@sakilacustomer.org,118,1,2006-02-14 00:00:00,2006-02-15 00:00:00
115,1,Wendy,Harrison,wendy.harrison@sakilacustomer.org,119,1,2006-02-14 00:00:00,2006-02-15 00:00:00
116,1,Victoria,Gibson,victoria.gibson@sakilacustomer.org,120,1,2006-02-14 00:00:00,2006-02-15 00:00:00
117,1,Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,121,1,2006-02-14 00:00:00,2006-02-15 00:00:00
118,1,Kim,Cruz,kim.cruz@sakilacustomer.org,122,1,2006-02-14 00:00:00,2006-02-15 00:00:00
119,1,Sherry,Marshall,sherry.marshall@sakilacustomer.org,123,1,2006-02-14 00:00:00,2006-02-15 00:00:00
120,2,Sylvia,Ortiz,sylvia.ortiz@sakilacustomer.org,124,1,2006-02-14 00:00:00,2006-02-15 00:00:00
121,1,Josephine,Gomez,josephine.gomez@sakilacustomer.org,125,1,2006-02-14 00:00:00,2006-02-15 00:00:00
122,1,Thelma,Murray,thelma.murray@sakilacustomer.org,126,1,2006-02-14 00:00:00,2006-02-15 00:00:00
123,2,Shannon,Freeman,shannon.freeman@sakilacustomer.org,127,1,2006-02-14 00:00:00,2006-02-15 00:00:00
124,1,Sheila,Wells,sheila.wells@sakilacustomer.org,128,0,2006-02-14 00:00:00,2006-02-15 00:00:00
125,1,Ethel,Webb,ethel.webb@sakilacustomer.org,129,1,2006-02-14 00:00:00,2006-02-15 00:00:00
126,1,Ellen,Simpson,ellen.simpson@sakilacustomer.org,130,1,2006-02-14 00:00:00,2006-02-15 00:00:00
127,2,Elaine,Stevens,elaine.stevens@sakilacustomer.org,131,1,2006-02-14 00:00:00,2006-02-15 00:00:00
128,1,Marjorie,Tucker,marjorie.tucker@sakilacustomer.org,132,1,2006-02-14 00:00:00,2006-02-15 00:00:00
129,1,Carrie,Porter,carrie.porter@sakilacustomer.org,133,1,2006-02-14 00:00:00,2006-02-15 00:00:00
130,1,Charlotte,Hunter,charlotte.hunter@sakilacustomer.org,134,1,2006-02-14 00:00:00,2006-02-15 00:00:00
131,2,Monica,Hicks,monica.hicks@sakilacustomer.org,135,1,2006-02-14 00:00:00,2006-02-15 00:00:00
132,2,Esther,Crawford,esther.crawford@sakilacustomer.org,136,1,2006-02-14 00:00:00,2006-02-15 00:00:00
133,1,Pauline,Henry,pauline.henry@sakilacustomer.org,137,1,2006-02-14 00:00:00,2006-02-15 00:00:00
134,1,Emma,Boyd,emma.boyd@sakilacustomer.org,138,1,2006-02-14 00:00:00,2006-02-15 00:00:00
135,2,Juanita,Mason,juanita.mason@sakilacustomer.org,139,1,2006-02-14 00:00:00,2006-02-15 00:00:00
136,2,Anita,Morales,anita.morales@sakilacustomer.org,140,1,2006-02-14 00:00:00,2006-02-15 00:00:00
137,2,Rhonda,Kennedy,rhonda.kennedy@sakilacustomer.org,141,1,2006-02-14 00:00:00,2006-02-15 00:00:00
138,1,Hazel,Warren,hazel.warren@sakilacustomer.org,142,1,2006-02-14 00:00:00,2006-02-15 00:00:00
139,1,Amber,Dixon,amber.dixon@sakilacustomer.org,143,1,2006-02-14 00:00:00,2006-02-15 00:00:00
140,1,Eva,Ramos,eva.ramos@sakilacustomer.org,144,1,2006-02-14 00:00:00,2006-02-15 00:00:00
141,1,Debbie,Reyes,debbie.reyes@sakilacustomer.org,145,1,2006-02-14 00:00:00,2006-02-15 00:00:00
142,1,April,Burns,april.burns@sakilacustomer.org,146,1,2006-02-14 00:00:00,2006-02-15 00:00:00
143,1,Leslie,Gordon,leslie.gordon@sakilacustomer.org,147,1,2006-02-14 00:00:00,2006-02-15 00:00:00
144,1,Clara,Shaw,clara.shaw@sakilacustomer.org,148,1,2006-02-14 00:00:00,2006-02-15 00:00:00
145,1,Lucille,Holmes,lucille.holmes@sakilacustomer.org,149,1,2006-02-14 00:00:00,2006-02-15 00:00:00
146,1,Jamie,Rice,jamie.rice@sakilacustomer.org,150,1,2006-02-14 00:00:00,2006-02-15 00:00:00
147,2,Joanne,Robertson,joanne.robertson@sakilacustomer.org,151,1,2006-02-14 00:00:00,2006-02-15 00:00:00
148,1,Eleanor,Hunt,eleanor.hunt@sakilacustomer.org,152,1,2006-02-14 00:00:00,2006-02-15 00:00:00
149,1,Valerie,Black,valerie.black@sakilacustomer.org,153,1,2006-02-14 00:00:00,2006-02-15 00:00:00
150,2,Danielle,Daniels,danielle.daniels@sakilacustomer.org,154,1,2006-02-14 00:00:00,2006-02-15 00:00:00
151,2,Megan,Palmer,megan.palmer@sakilacustomer.org,155,1,2006-02-14 00:00:00,2006-02-15 00:00:00
152,1,Alicia,Mills,alicia.mills@sakilacustomer.org,156,1,2006-02-14 00:00:00,2006-02-15 00:00:00
153,2,Suzanne,Nichols,suzanne.nichols@sakilacustomer.org,157,1,2006-02-14 00:00:00,2006-02-15 00:00:00
154,2,Michele,Grant,michele.grant@sakilacustomer.org,158,1,2006-02-14 00:00:00,2006-02-15 00:00:00
155,1,Gail,Knight,gail.knight@sakilacustomer.org,159,1,2006-02-14 00:00:00,2006-02-15 00:00:00
156,1,Bertha,Ferguson,bertha.ferguson@sakilacustomer.org,160,1,2006-02-14 00:00:00,2006-02-15 00:00:00
157,2,Darlene,Rose,darlene.rose@sakilacustomer.org,161,1,2006-02-14 00:00:00,2006-02-15 00:00:00
158,1,Veronica,Stone,veronica.stone@sakilacustomer.org,162,1,2006-02-14 00:00:00,2006-02-15 00:00:00
159,1,Jill,Hawkins,jill.hawkins@sakilacustomer.org,163,1,2006-02-14 00:00:00,2006-02-15 00:00:00
160,2,Erin,Dunn,erin.dunn@sakilacustomer.org,164,1,2006-02-14 00:00:00,2006-02-15 00:00:00
161,1,Geraldine,Perkins,geraldine.perkins@sakilacustomer.org,165,1,2006-02-14 00:00:00,2006-02-15 00:00:00
162,2,Lauren,Hudson,lauren.hudson@sakilacustomer.org,166,1,2006-02-14 00:00:00,2006-02-15 00:00:00
163,1,Cathy,Spencer,cathy.spencer@sakilacustomer.org,167,1,2006-02-14 00:00:00,2006-02-15 00:00:00
164,2,Joann,Gardner,joann.gardner@sakilacustomer.org,168,1,2006-02-14 00:00:00,2006-02-15 00:00:00
165,2,Lorraine,Stephens,lorraine.stephens@sakilacustomer.org,169,1,2006-02-14 00:00:00,2006-02-15 00:00:00
166,1,Lynn,Payne,lynn.payne@sakilacustomer.org,170,1,2006-02-14 00:00:00,2006-02-15 00:00:00
167,2,Sally,Pierce,sally.pierce@sakilacustomer.org,171,1,2006-02-14 00:00:00,2006-02-15 00:00:00
168,1,Regina,Berry,regina.berry@sakilacustomer.org,172,1,2006-02-14 00:00:00,2006-02-15 00:00:00
169,2,Erica,Matthews,erica.matthews@sakilacustomer.org,173,0,2006-02-14 00:00:00,2006-02-15 00:00:00
170,1,Beatrice,Arnold,beatrice.arnold@sakilacustomer.org,174,1,2006-02-14 00:00:00,2006-02-15 00:00:00
171,2,Dolores,Wagner,dolores.wagner@sakilacustomer.org,175,1,2006-02-14 00:00:00,2006-02-15 00:00:00
172,1,Bernice,Willis,bernice.willis@sakilacustomer.org,176,1,2006-02-14 00:00:00,2006-02-15 00:00:00
173,1,Audrey,Ray,audrey.ray@sakilacustomer.org,177,1,2006-02-14 00:00:00,2006-02-15 00:00:00
174,2,Yvonne,Watkins,yvonne.watkins@sakilacustomer.org,178,1,2006-02-14 00:00:00,2006-02-15 00:00:00
175,1,Annette,Olson,annette.olson@sakilacustomer.org,179,1,2006-02-14 00:00:00,2006-02-15 00:00:00
176,1,June,Carroll,june.carroll@sakilacustomer.org,180,1,2006-02-14 00:00:00,2006-02-15 00:00:00
177,2,Samantha,Duncan,samantha.duncan@sakilacustomer.org,181,1,2006-02-14 00:00:00,2006-02-15 00:00:00
178,2,Marion,Snyder,marion.snyder@sakilacustomer.org,182,1,2006-02-14 00:00:00,2006-02-15 00:00:00
179,1,Dana,Hart,dana.hart@sakilacustomer.org,183,1,2006-02-14 00:00:00,2006-02-15 00:00:00
180,2,Stacy,Cunningham,stacy.cunningham@sakilacustomer.org,184,1,2006-02-14 00:00:00,2006-02-15 00:00:00
181,2,Ana,Bradley,ana.bradley@sakilacustomer.org,185,1,2006-02-14 00:00:00,2006-02-15 00:00:00
182,1,Renee,Lane,renee.lane@sakilacustomer.org,186,1,2006-02-14 00:00:00,2006-02-15 00:00:00
183,2,Ida,Andrews,ida.andrews@sakilacustomer.org,187,1,2006-02-14 00:00:00,2006-02-15 00:00:00
184,1,Vivian,Ruiz,vivian.ruiz@sakilacustomer.org,188,1,2006-02-14 00:00:00,2006-02-15 00:00:00
185,1,Roberta,Harper,roberta.harper@sakilacustomer.org,189,1,2006-02-14 00:00:00,2006-02-15 00:00:00
186,2,Holly,Fox,holly.fox@sakilacustomer.org,190,1,2006-02-14 00:00:00,2006-02-15 00:00:00
187,2,Brittany,Riley,brittany.riley@sakilacustomer.org,191,1,2006-02-14 00:00:00,2006-02-15 00:00:00
188,1,Melanie,Armstrong,melanie.armstrong@sakilacustomer.org,192,1,2006-02-14 00:00:00,2006-02-15 00:00:00
189,1,Loretta,Carpenter,loretta.carpenter@sakilacustomer.org,193,1,2006-02-14 00:00:00,2006-02-15 00:00:00
190,2,Yolanda,Weaver,yolanda.weaver@sakilacustomer.org,194,1,2006-02-14 00:00:00,2006-02-15 00:00:00
191,1,Jeanette,Greene,jeanette.greene@sakilacustomer.org,195,1,2006-02-14 00:00:00,2006-02-15 00:00:00
192,1,Laurie,Lawrence,laurie.lawrence@sakilacustomer.org,196,1,2006-02-14 00:00:00,2006-02-15 00:00:00
193,2,Katie,Elliott,katie.elliott@sakilacustomer.org,197,1,2006-02-14 00:00:00,2006-02-15 00:00:00
194,2,Kristen,Chavez,kristen.chavez@sakilacustomer.org,198,1,2006-02-14 00:00:00,2006-02-15 00:00:00
195,1,Vanessa,Sims,vanessa.sims@sakilacustomer.org,199,1,2006-02-14 00:00:00,2006-02-15 00:00:00
196,1,Alma,Austin,alma.austin@sakilacustomer.org,200,1,2006-02-14 00:00:00,2006-02-15 00:00:00
197,2,Sue,Peters,sue.peters@sakilacustomer.org,201,1,2006-02-14 00:00:00,2006-02-15 00:00:00
198,2,Elsie,Kelley,elsie.kelley@sakilacustomer.org,202,1,2006-02-14 00:00:00,2006-02-15 00:00:00
199,2,Beth,Franklin,beth.franklin@sakilacustomer.org,203,1,2006-02-14 00:00:00,2006-02-15 00:00:00
200,2,Jeanne,Lawson,jeanne.lawson@sakilacustomer.org,204,1,2006-02-14 00:00:00,2006-02-15 00:00:00
201,1,Vicki,Fields,vicki.fields@sakilacustomer.org,205,1,2006-02-14 00:00:00,2006-02-15 00:00:00
202,2,Carla,Gutierrez,carla.gutierrez@sakilacustomer.org,206,1,2006-02-14 00:00:00,2006-02-15 00:00:00
203,1,Tara,Ryan,tara.ryan@sakilacustomer.org,207,1,2006-02-14 00:00:00,2006-02-15 00:00:00
204,1,Rosemary,Schmidt,rosemary.schmidt@sakilacustomer.org,208,1,2006-02-14 00:00:00,2006-02-15 00:00:00
205,2,Eileen,Carr,eileen.carr@sakilacustomer.org,209,1,2006-02-14 00:00:00,2006-02-15 00:00:00
206,1,Terri,Vasquez,terri.vasquez@sakilacustomer.org,210,1,2006-02-14 00:00:00,2006-02-15 00:00:00
207,1,Gertrude,Castillo,gertrude.castillo@sakilacustomer.org,211,1,2006-02-14 00:00:00,2006-02-15 00:00:00
208,1,Lucy,Wheeler,lucy.wheeler@sakilacustomer.org,212,1,2006-02-14 00:00:00,2006-02-15 00:00:00
209,2,Tonya,Chapman,tonya.chapman@sakilacustomer.org,213,1,2006-02-14 00:00:00,2006-02-15 00:00:00
210,2,Ella,Oliver,ella.oliver@sakilacustomer.org,214,1,2006-02-14 00:00:00,2006-02-15 00:00:00
211,1,Stacey,Montgomery,stacey.montgomery@sakilacustomer.org,215,1,2006-02-14 00:00:00,2006-02-15 00:00:00
212,2,Wilma,Richards,wilma.richards@sakilacustomer.org,216,1,2006-02-14 00:00:00,2006-02-15 00:00:00
213,1,Gina,Williamson,gina.williamson@sakilacustomer.org,217,1,2006-02-14 00:00:00,2006-02-15 00:00:00
214,1,Kristin,Johnston,kristin.johnston@sakilacustomer.org,218,1,2006-02-14 00:00:00,2006-02-15 00:00:00
215,2,Jessie,Banks,jessie.banks@sakilacustomer.org,219,1,2006-02-14 00:00:00,2006-02-15 00:00:00
216,1,Natalie,Meyer,natalie.meyer@sakilacustomer.org,220,1,2006-02-14 00:00:00,2006-02-15 00:00:00
217,2,Agnes,Bishop,agnes.bishop@sakilacustomer.org,221,1,2006-02-14 00:00:00,2006-02-15 00:00:00
218,1,Vera,Mccoy,vera.mccoy@sakilacustomer.org,222,1,2006-02-14 00:00:00,2006-02-15 00:00:00
219,2,Willie,Howell,willie.howell@sakilacustomer.org,223,1,2006-02-14 00:00:00,2006-02-15 00:00:00
220,2,Charlene,Alvarez,charlene.alvarez@sakilacustomer.org,224,1,2006-02-14 00:00:00,2006-02-15 00:00:00
221,1,Bessie,Morrison,bessie.morrison@sakilacustomer.org,225,1,2006-02-14 00:00:00,2006-02-15 00:00:00
222,2,Delores,Hansen,delores.hansen@sakilacustomer.org,226,1,2006-02-14 00:00:00,2006-02-15 00:00:00
223,1,Melinda,Fernandez,melinda.fernandez@sakilacustomer.org,227,1,2006-02-14 00:00:00,2006-02-15 00:00:00
224,2,Pearl,Garza,pearl.garza@sakilacustomer.org,228,1,2006-02-14 00:00:00,2006-02-15 00:00:00
225,1,Arlene,Harvey,arlene.harvey@sakilacustomer.org,229,1,2006-02-14 00:00:00,2006-02-15 00:00:00
226,2,Maureen,Little,maureen.little@sakilacustomer.org,230,1,2006-02-14 00:00:00,2006-02-15 00:00:00
227,1,Colleen,Burton,colleen.burton@sakilacustomer.org,231,1,2006-02-14 00:00:00,2006-02-15 00:00:00
228,2,Allison,Stanley,allison.stanley@sakilacustomer.org,232,1,2006-02-14 00:00:00,2006-02-15 00:00:00
229,1,Tamara,Nguyen,tamara.nguyen@sakilacustomer.org,233,1,2006-02-14 00:00:00,2006-02-15 00:00:00
